419394782,419394782	1521757806
419399968,419399968	1521758196
419401008,419401008	1521758196
419401008,419401008	1521758242
419401165,419401165	1521758342
419401221,419401221	1521757806
419401674,419401674	1521758335
419402005,419402005	1521758242
419403716,419403716	1521757806
419433825,419433825	1521757806
419878224,419878224	1521758196
420042513,420042513	1521758242
420088568,420088568	1521757806
420088568,420088568	1521758242
420179982,420179982	1521758242
420385146,420385146	1521758196
420392865,420392865	1521758326
420771782,420771782	1521758196
420771782,420771782	1521758242
420771782,421197736	1521758242
421198810,421198810	1521758196
421593608,421593608	1521757806
421672197,421672197	1521758196
422394863,422394863	1522130346
423874363,423874363	1521757806
423874363,423874363	1521757806
423874363,423874363	1521757806
423874363,423874363	1521757806
423874363,423874363	1521758242
423874363,424632976	1521758242
423874363,424633176	1521758242
423874363,424635447	1521757806
423876881,423876881	1521758242
424033889,424033889	1521757806
425003084,425003084	1521757806
425003084,425003084	1521758196
425354261,425354261	1521757806
425354261,425354261	1521757806
425358687,425358687	1521758242
425384604,425384604	1521758326
425412903,425412903	1521757806
425413486,425413486	1521758326
425414037,425414037	1521758326
425414697,425414697	1521758242
425494080,425494080	1521758342
425806571,425806571	1521758196
425812218,425812218	1521758326
425818742,425818742	1521757806
426281307,426281307	1521758242
427355588,427355588	1521758196
427355588,427355588	1521758196
427355588,427355588	1521758242
427751629,427751629	1522130349
427751786,427751786	1522130349
427830258,427830258	1522130354
427831144,427831144	1522130355
427885401,427885401	1522130359
428191572,428191572	1521757806
428191572,428191572	1521757806
428191572,428191572	1521758196
428191572,428191572	1521758242
428191572,428191572	1521758242
428191572,428191572	1521758335
428191572,428191572	1521758342
429015145,429015145	1521757806
429015145,429015145	1521757806
429015145,429015145	1521757806
429015145,429015145	1521757806
429015145,429015145	1521758196
429015145,429015145	1521758196
429015145,429015145	1521758242
429015145,429015145	1521758342
429015145,429015707	1521757806
429015145,429212957	1521758242
429212926,429212926	1521757806
429212926,429212926	1521758196
429270069,429270069	1521757806
429270069,429270069	1521758242
429270284,429270284	1521757806
429296322,429296322	1521757806
429296322,429296322	1521758342
429617212,429617212	1521757806
429617212,429617212	1521757806
429617212,429617212	1521757806
429617212,429617212	1521757806
429617212,429617212	1521757806
429617212,429617212	1521757806
429617212,429617212	1521757806
429617212,429617212	1521757806
429617212,429617212	1521758196
429617212,429617212	1521758196
429617212,429617212	1521758242
429617212,429617212	1521758242
429617212,429617212	1521758242
429617212,429617212	1521758242
429617212,429617212	1521758242
429617212,430417927	1521758242
429617212,430556432	1521758242
429617212,430564104	1521758242
429617212,430603603	1521758242
431179604,431179604	1521757806
431179604,431179604	1521758196
431179604,431179604	1521758242
431179604,431687929	1521758242
431687983,431687983	1521758196
