User:1522130354 Word,User:1522130354 TFIDF,User:1522130355 Word,User:1522130355 TFIDF,User:1521757806 Word,User:1521757806 TFIDF
hm,0.5493061443340549,hm,0.5493061443340549,hm,0.5915604631289821
htmlhttp,0.5493061443340549,htmlhttp,0.5493061443340549,htmlhttp,0.5915604631289821
http,0.5493061443340549,http,0.5493061443340549,http,0.5915604631289821
https,0.5493061443340549,https,0.5493061443340549,https,0.5915604631289821
ignore,0.5493061443340549,ignore,0.5493061443340549,ignore,0.5915604631289821
index,0.5493061443340549,index,0.5493061443340549,index,0.5915604631289821
info,0.5493061443340549,info,0.5493061443340549,info,0.5915604631289821
infochimps,0.5493061443340549,infochimps,0.5493061443340549,infochimps,0.5915604631289821
iphone,0.5493061443340549,iphone,0.5493061443340549,iphone,0.5915604631289821
jamie_thomson,0.5493061443340549,jamie_thomson,0.5493061443340549,jamie_thomson,0.5915604631289821
jason,0.5493061443340549,jason,1.0986122886681098,jason,0.5493061443340549
java,0.5493061443340549,java,0.5493061443340549,java,0.5915604631289821
joined,0.0,joined,0.0,joined,0.0
js,0.5493061443340549,js,0.5493061443340549,js,0.5915604631289821
kaist,0.5493061443340549,kaist,0.5493061443340549,kaist,0.5915604631289821
know,0.5493061443340549,know,0.5493061443340549,know,0.5915604631289821
kr,0.5493061443340549,kr,0.5493061443340549,kr,0.5915604631289821
last,0.5493061443340549,last,0.5493061443340549,last,0.5915604631289821
later,0.8239592165010823,later,0.5493061443340549,later,0.5493061443340549
least,0.5493061443340549,least,0.5493061443340549,least,0.5915604631289821
library,0.5493061443340549,library,0.5493061443340549,library,0.5915604631289821
line,0.5493061443340549,line,0.5493061443340549,line,0.5915604631289821
link,0.5493061443340549,link,0.5493061443340549,link,0.5915604631289821
log,0.5493061443340549,log,0.5493061443340549,log,0.5915604631289821
look,0.5493061443340549,look,0.5493061443340549,look,0.5915604631289821
looked,0.5493061443340549,looked,0.5493061443340549,looked,0.5915604631289821
love,0.8239592165010823,love,0.5493061443340549,love,0.5493061443340549
luck,0.5493061443340549,luck,0.5493061443340549,luck,0.5915604631289821
lunch,0.5493061443340549,lunch,0.5493061443340549,lunch,0.5915604631289821
m,0.2027325540540822,m,0.4054651081081644,m,0.2183273659043962
mails,0.5493061443340549,mails,0.5493061443340549,mails,0.5915604631289821
mailto,0.5493061443340549,mailto,0.5493061443340549,mailto,0.5915604631289821
manage,0.5493061443340549,manage,0.5493061443340549,manage,0.5915604631289821
manual,0.5493061443340549,manual,0.5493061443340549,manual,0.5915604631289821
map,0.3040988310811233,map,0.2027325540540822,map,0.2183273659043962
map-reduce,0.8239592165010823,map-reduce,0.5493061443340549,map-reduce,0.5493061443340549
master,0.5493061443340549,master,0.5493061443340549,master,0.5915604631289821
max,0.5493061443340549,max,0.5493061443340549,max,0.5915604631289821
maybe,0.0,maybe,0.0,maybe,0.0
meantime,0.5493061443340549,meantime,0.5493061443340549,meantime,0.5915604631289821
meet,0.5493061443340549,meet,0.5493061443340549,meet,0.5915604631289821
meeting,0.5493061443340549,meeting,0.5493061443340549,meeting,0.5915604631289821
message,0.5493061443340549,message,0.5493061443340549,message,0.5915604631289821
messages,0.5493061443340549,messages,0.5493061443340549,messages,0.5915604631289821
might,0.5493061443340549,might,0.5493061443340549,might,0.5915604631289821
moment,0.0,moment,0.0,moment,0.0
monday,0.5493061443340549,monday,0.5493061443340549,monday,0.5915604631289821
month,0.5493061443340549,month,0.5493061443340549,month,0.5915604631289821
mpeb,0.5493061443340549,mpeb,0.5493061443340549,mpeb,0.5915604631289821
much,0.5493061443340549,much,0.5493061443340549,much,0.5915604631289821
name,0.5493061443340549,name,0.5493061443340549,name,0.5915604631289821
nancy,0.3040988310811233,nancy,0.2027325540540822,nancy,0.2183273659043962
need,0.5493061443340549,need,0.5493061443340549,need,0.5915604631289821
net,0.5493061443340549,net,0.5493061443340549,net,0.5915604631289821
network,0.0,network,0.0,network,0.0
new,0.5493061443340549,new,0.5493061443340549,new,0.5915604631289821
next,0.5493061443340549,next,0.5493061443340549,next,0.5915604631289821
nist,0.5493061443340549,nist,0.5493061443340549,nist,0.5915604631289821
node,0.5493061443340549,node,0.5493061443340549,node,0.5915604631289821
now,0.5493061443340549,now,0.5493061443340549,now,0.5915604631289821
objects,0.5493061443340549,objects,0.5493061443340549,objects,0.5915604631289821
ok,0.3040988310811233,ok,0.2027325540540822,ok,0.2183273659043962
one,0.5493061443340549,one,0.5493061443340549,one,0.5915604631289821
opencsv,0.5493061443340549,opencsv,0.5493061443340549,opencsv,0.5915604631289821
option,0.5493061443340549,option,0.5493061443340549,option,0.5915604631289821
others,0.5493061443340549,others,0.5493061443340549,others,0.5915604631289821
p,0.5493061443340549,p,0.5493061443340549,p,0.5915604631289821
package,0.5493061443340549,package,0.5493061443340549,package,0.5915604631289821
part,0.5493061443340549,part,0.5493061443340549,part,0.5915604631289821
password,0.5493061443340549,password,0.5493061443340549,password,0.5915604631289821
pay,0.5493061443340549,pay,0.5493061443340549,pay,0.5915604631289821
pdf,0.5493061443340549,pdf,0.5493061443340549,pdf,0.5915604631289821
peipei,0.8239592165010823,peipei,0.5493061443340549,peipei,0.5493061443340549
per,0.5493061443340549,per,0.5493061443340549,per,0.5915604631289821
period,0.5493061443340549,period,0.5493061443340549,period,0.5915604631289821
personal,0.5493061443340549,personal,0.5493061443340549,personal,0.5915604631289821
place,0.5493061443340549,place,0.5493061443340549,place,0.5915604631289821
planned,0.5493061443340549,planned,0.5493061443340549,planned,0.5915604631289821
point,0.5493061443340549,point,1.0986122886681098,point,0.5493061443340549
poll,0.5493061443340549,poll,0.5493061443340549,poll,0.5915604631289821
post,0.5493061443340549,post,0.5493061443340549,post,0.5915604631289821
post-rows-to-hbase-rest-api-on-hdinsight,0.5493061443340549,post-rows-to-hbase-rest-api-on-hdinsight,0.5493061443340549,post-rows-to-hbase-rest-api-on-hdinsight,0.5915604631289821
ppt,0.5493061443340549,ppt,0.5493061443340549,ppt,0.5915604631289821
presentation,0.5493061443340549,presentation,0.5493061443340549,presentation,0.5915604631289821
presentations,0.5493061443340549,presentations,0.5493061443340549,presentations,0.5915604631289821
print,0.5493061443340549,print,0.5493061443340549,print,0.5915604631289821
probably,0.5493061443340549,probably,0.5493061443340549,probably,0.5915604631289821
problem,0.5493061443340549,problem,0.5493061443340549,problem,0.5915604631289821
progess,0.5493061443340549,progess,0.5493061443340549,progess,0.5915604631289821
project,0.2027325540540822,project,0.4054651081081644,project,0.2183273659043962
python,0.5493061443340549,python,0.5493061443340549,python,0.5915604631289821
question,0.8239592165010823,question,0.5493061443340549,question,0.5493061443340549
questions,0.5493061443340549,questions,0.5493061443340549,questions,0.5915604631289821
random,0.5493061443340549,random,0.5493061443340549,random,0.5915604631289821
recently,0.5493061443340549,recently,0.5493061443340549,recently,0.5915604631289821
reduce,0.3040988310811233,reduce,0.2027325540540822,reduce,0.2183273659043962
release,0.5493061443340549,release,0.5493061443340549,release,0.5915604631289821
renamed,0.5493061443340549,renamed,0.5493061443340549,renamed,0.5915604631289821
reply,0.5493061443340549,reply,0.5493061443340549,reply,0.5915604631289821
request,0.5493061443340549,request,0.5493061443340549,request,0.5915604631289821
requests,0.5493061443340549,requests,0.5493061443340549,requests,0.5915604631289821
research,0.5493061443340549,research,0.5493061443340549,research,0.5915604631289821
rest,0.5493061443340549,rest,0.5493061443340549,rest,0.5915604631289821
result,0.5493061443340549,result,0.5493061443340549,result,0.5915604631289821
s,0.5493061443340549,s,0.5493061443340549,s,0.5915604631289821
saw,0.5493061443340549,saw,0.5493061443340549,saw,0.5915604631289821
schema,0.5493061443340549,schema,0.5493061443340549,schema,0.5915604631289821
se,0.5493061443340549,se,0.5493061443340549,se,0.5915604631289821
see,0.3040988310811233,see,0.2027325540540822,see,0.2183273659043962
seems,0.5493061443340549,seems,0.5493061443340549,seems,0.5915604631289821
seemsasthere,0.5493061443340549,seemsasthere,0.5493061443340549,seemsasthere,0.5915604631289821
send,0.5493061443340549,send,0.5493061443340549,send,0.5915604631289821
sending,0.5493061443340549,sending,0.5493061443340549,sending,0.5915604631289821
set,0.5493061443340549,set,0.5493061443340549,set,0.5915604631289821
share,0.5493061443340549,share,0.5493061443340549,share,0.5915604631289821
shouldn,0.5493061443340549,shouldn,0.5493061443340549,shouldn,0.5915604631289821
show,0.8239592165010823,show,0.5493061443340549,show,0.5493061443340549
slide,0.5493061443340549,slide,0.5493061443340549,slide,0.5915604631289821
smth,0.5493061443340549,smth,0.5493061443340549,smth,0.5915604631289821
snap,0.5493061443340549,snap,0.5493061443340549,snap,0.5915604631289821
sometable,0.5493061443340549,sometable,0.5493061443340549,sometable,0.5915604631289821
something,0.5493061443340549,something,0.5493061443340549,something,0.5915604631289821
sorry,0.5493061443340549,sorry,0.5493061443340549,sorry,0.5915604631289821
sqlblog,0.5493061443340549,sqlblog,0.5493061443340549,sqlblog,0.5915604631289821
square,0.5493061443340549,square,0.5493061443340549,square,0.5915604631289821
stanford,0.5493061443340549,stanford,0.5493061443340549,stanford,0.5915604631289821
stick,0.5493061443340549,stick,0.5493061443340549,stick,0.5915604631289821
still,0.5493061443340549,still,0.5493061443340549,still,0.5915604631289821
struggling,0.5493061443340549,struggling,0.5493061443340549,struggling,0.5915604631289821
stuff,0.5493061443340549,stuff,0.5493061443340549,stuff,0.5915604631289821
sure,0.5493061443340549,sure,0.5493061443340549,sure,0.5915604631289821
t,0.5493061443340549,t,0.5493061443340549,t,0.5915604631289821
tag,0.0,tag,0.0,tag,0.0
tags,0.5493061443340549,tags,0.5493061443340549,tags,0.5915604631289821
taka,0.5493061443340549,taka,0.5493061443340549,taka,0.5915604631289821
take,0.0,take,0.0,take,0.0
tar,0.5493061443340549,tar,0.5493061443340549,tar,0.5915604631289821
teambigdata,0.5493061443340549,teambigdata,0.5493061443340549,teambigdata,0.5915604631289821
tell,0.5493061443340549,tell,0.5493061443340549,tell,0.5915604631289821
test,0.5493061443340549,test,0.5493061443340549,test,0.5915604631289821
test11,0.5493061443340549,test11,0.5493061443340549,test11,0.5915604631289821
test2@broken-cookies,0.5493061443340549,test2@broken-cookies,0.5493061443340549,test2@broken-cookies,0.5915604631289821
test6@broken-cookies,0.5493061443340549,test6@broken-cookies,0.5493061443340549,test6@broken-cookies,0.5915604631289821
testing,0.5493061443340549,testing,0.5493061443340549,testing,0.5915604631289821
tets1,0.5493061443340549,tets1,0.5493061443340549,tets1,0.5915604631289821
text,0.5493061443340549,text,0.5493061443340549,text,0.5915604631289821
thank,0.5493061443340549,thank,0.5493061443340549,thank,0.5915604631289821
thanks,0.5493061443340549,thanks,0.5493061443340549,thanks,0.5915604631289821
thats,0.5493061443340549,thats,0.5493061443340549,thats,0.5915604631289821
thing,0.5493061443340549,thing,0.5493061443340549,thing,0.5915604631289821
think,0.5493061443340549,think,0.5493061443340549,think,0.5915604631289821
though,0.5493061443340549,though,0.5493061443340549,though,0.5915604631289821
time,0.3040988310811233,time,0.2027325540540822,time,0.2183273659043962
timezones,0.5493061443340549,timezones,0.5493061443340549,timezones,0.5915604631289821
today,0.0,today,0.0,today,0.0
tom,0.5493061443340549,tom,1.0986122886681098,tom,0.5493061443340549
tomorrow,0.5493061443340549,tomorrow,0.5493061443340549,tomorrow,0.5915604631289821
tools,0.5493061443340549,tools,0.5493061443340549,tools,0.5915604631289821
trec,0.5493061443340549,trec,0.5493061443340549,trec,0.5915604631289821
trial,0.5493061443340549,trial,0.5493061443340549,trial,0.5915604631289821
trust,0.5493061443340549,trust,0.5493061443340549,trust,0.5915604631289821
try,0.5493061443340549,try,0.5493061443340549,try,0.5915604631289821
trying,0.5493061443340549,trying,1.0986122886681098,trying,0.5493061443340549
tuesday,0.5493061443340549,tuesday,0.5493061443340549,tuesday,0.5915604631289821
tutorials,0.5493061443340549,tutorials,0.5493061443340549,tutorials,0.5915604631289821
tweets,0.5493061443340549,tweets,0.5493061443340549,tweets,0.5915604631289821
twitter_rv,0.5493061443340549,twitter_rv,0.5493061443340549,twitter_rv,0.5915604631289821
twitter_social_graph,0.5493061443340549,twitter_social_graph,0.5493061443340549,twitter_social_graph,0.5915604631289821
twitterhttp,0.5493061443340549,twitterhttp,0.5493061443340549,twitterhttp,0.5915604631289821
uni,0.3040988310811233,uni,0.2027325540540822,uni,0.2183273659043962
update,0.5493061443340549,update,0.5493061443340549,update,0.5915604631289821
upload,0.5493061443340549,upload,0.5493061443340549,upload,0.5915604631289821
uploading,0.5493061443340549,uploading,0.5493061443340549,uploading,0.5915604631289821
use,0.5493061443340549,use,0.5493061443340549,use,0.5915604631289821
used,0.5493061443340549,used,0.5493061443340549,used,0.5915604631289821
useful,0.5493061443340549,useful,0.5493061443340549,useful,0.5915604631289821
user,0.5493061443340549,user,0.5493061443340549,user,0.5915604631289821
username,0.5493061443340549,username,0.5493061443340549,username,0.5915604631289821
users,0.5493061443340549,users,0.5493061443340549,users,0.5915604631289821
users_bulk_update,0.5493061443340549,users_bulk_update,0.5493061443340549,users_bulk_update,0.5915604631289821
using,0.5493061443340549,using,0.5493061443340549,using,0.5915604631289821
version,0.5493061443340549,version,0.5493061443340549,version,0.5915604631289821
video,0.5493061443340549,video,0.5493061443340549,video,0.5915604631289821
want,0.5493061443340549,want,0.5493061443340549,want,0.5915604631289821
wasn,0.5493061443340549,wasn,0.5493061443340549,wasn,0.5915604631289821
welcome,0.0,welcome,0.0,welcome,0.0
withim,0.5493061443340549,withim,0.5493061443340549,withim,0.5915604631289821
work,0.3040988310811233,work,0.4054651081081644,work,0.2027325540540822
working,0.5493061443340549,working,0.5493061443340549,working,0.5915604631289821
works,0.5493061443340549,works,0.5493061443340549,works,0.5915604631289821
worth,0.5493061443340549,worth,0.5493061443340549,worth,0.5915604631289821
www,0.5493061443340549,www,0.5493061443340549,www,0.5915604631289821
yammer,0.5493061443340549,yammer,0.5493061443340549,yammer,0.5915604631289821
yep,0.5493061443340549,yep,0.5493061443340549,yep,0.5915604631289821
yes,0.5493061443340549,yes,0.5493061443340549,yes,0.5915604631289821
yet,0.5493061443340549,yet,0.5493061443340549,yet,0.5915604631289821
~haewoon,0.5493061443340549,~haewoon,0.5493061443340549,~haewoon,0.5915604631289821
